,Station Name,City,State,Network,Pricing,Open Date
3553,Quik Park Hudson 180 LLC - Tesla Destination,New York,NY,Tesla Destination,Free,2015-11-20
3703,Quik Park 808 Garage LLC - Tesla Destination,New York,NY,Tesla Destination,Free,2015-11-20
3657,Quik Park 86th St. LLC - Tesla Destination,New York,NY,Tesla Destination,Free,2015-11-20
3626,Quik Park 82nd Street LLC - Tesla Destination,New York,NY,Tesla Destination,Free,2015-11-20
3497,Buttermilk Falls Inn & Spa - Tesla Destination,Milton,NY,Tesla Destination,Free,2015-11-20
2983,Grand Lodge on Peak 7 - Tesla Destination,Breckenridge,CO,Tesla Destination,Free,2015-11-23
2811,"Hotel Buchanan, a Kimpton Hotel - Tesla Destination",San Francisco,CA,Tesla Destination,Free,2015-11-23
2385,Ayres Hotel - Anaheim - Tesla Destination,Anaheim,CA,Tesla Destination,Free,2015-11-23
3324,DoubleTree by Hilton Boston - Downtown - Tesla Destination,Boston,MA,Tesla Destination,Free,2015-11-23
27283,Public Parking,Clovis,CA,eVgo Network,Free,2015-11-24
2972,"The Ritz-Carlton, Bachelor Gulch - Tesla Destination",Avon,CO,Tesla Destination,Free,2015-11-25
2727,Giornata - Tesla Destination,Paso Robles,CA,Tesla Destination,Free,2015-11-25
4119,Hampton Inn Airport Spokane - Tesla Destination,Spokane,WA,Tesla Destination,Free,2015-11-30
3124,Pierre's Restaurant & Lounge Morada Bay Beach Cafe - Tesla Destination,Islamorada,FL,Tesla Destination,Free,2015-11-30
2903,Nine Suns Winery - Tesla Destination,Saint Helena,CA,Tesla Destination,Free,2015-11-30
5494,PHR Village,San Diego,CA,Blink Network,"$0.00-$5.00/Hr Variable Parking Fee, $0.25/kWh Energy Fee",2015-11-30
5400,Kaiser Vallejo,Vallejo,CA,Blink Network,$1.35/Hr Parking Fee,2015-11-30
2073,The Arrowwood Lodge at Brainerd Lake - Tesla Supercharger,Baxter,MN,Tesla,Free,2015-12-01
1073,Best Western Plus - Tacoma Dome Hotel,Tacoma,WA,Non-Networked,Free,2015-12-01
1969,Tesla Service Center Dublin - Tesla Supercharger,Dublin,CA,Tesla,Free,2015-12-01
2116,Holiday Inn Amarillo West Medical Center - Tesla Supercharger,Amarillo,TX,Tesla,Free,2015-12-01
2859,Travelodge Santa Monica - Tesla Destination,Santa Monica,CA,Tesla Destination,Free,2015-12-02
3846,Homewood Suites Austin/ Tech Ridge - Tesla Destination,Austin,TX,Tesla Destination,Free,2015-12-03
3289,"Home2 Suites by Hilton, Tallahassee - Tesla Destination",Tallahassee,FL,Tesla Destination,Free,2015-12-03
2469,"Juniper Cupertino, Curio Collection by Hilton - Tesla Destination",Cupertino,CA,Tesla Destination,Free,2015-12-03
5455,City of Soledad,Soledad,CA,Blink Network,$2.00/Hr Parking Fee,2015-12-04
2958,Ayres Suites - Yorba Linda - Tesla Destination,Yorba Linda,CA,Tesla Destination,Free,2015-12-04
3136,Holiday Inn Express Jacksonville Beach - Tesla Destination,Jacksonville Beach,FL,Tesla Destination,Free,2015-12-04
2984,DoubleTree by Hilton Hotel Breckenridge - Tesla Destination,Breckenridge,CO,Tesla Destination,Free,2015-12-04
2888,The Landing Resort & Spa - Tesla Destination,South Lake Tahoe,CA,Tesla Destination,Free,2015-12-04
3820,The Barn Inn Bed and Breakfast - Tesla Destination,Millersburg,OH,Tesla Destination,Free,2015-12-04
3446,Glenmere Mansion - Tesla Destination,Chester,NY,Tesla Destination,Free,2015-12-04
2924,Rotta Winery - Tesla Destination,Templeton,CA,Tesla Destination,Free,2015-12-07
3127,Sheraton Jacksonville Hotel - Tesla Destination,Jacksonville,FL,Tesla Destination,Free,2015-12-07
10904,The Ritz-Carlton Sarasota - Tesla Destination,Sarasota,FL,Tesla Destination,Free,2015-12-07
4125,Skamania Lodge - Tesla Destination,Stevenson,WA,Tesla Destination,Free,2015-12-08
2428,Calistoga Ranch - Tesla Destination,Calistoga,CA,Tesla Destination,Free,2015-12-08
2816,The Ritz-Carlton Hotel San Francisco - Tesla Destination,San Francisco,CA,Tesla Destination,Free,2015-12-08
5536,UCF Parking Lot D-1,Orlando,FL,Blink Network,$0.00-$20.00/Hr Variable Parking Fee,2015-12-09
4031,Paragon Design Center - Tesla Destination,Spring,TX,Tesla Destination,Free,2015-12-10
2497,The Redwood Riverwalk Hotel - Tesla Destination,Fortuna,CA,Tesla Destination,Free,2015-12-10
3988,La Torretta Lake Resort & Spa - Tesla Destination,Montgomery,TX,Tesla Destination,Free,2015-12-10
2430,"Twomey Cellars, Calistoga - Tesla Destination",Calistoga,CA,Tesla Destination,Free,2015-12-11
4084,Swantown Inn & Spa - Tesla Destination,Olympia,WA,Tesla Destination,Free,2015-12-11
34752,Executive Center Del Mar,San Diego,CA,Blink Network,Free,2015-12-11
3211,Okeechobee Shooting Sports - Tesla Destination,Okeechobee,FL,Tesla Destination,Free,2015-12-11
3105,Culver's of Fort Meyers - Tesla Destination,Fort Meyers,FL,Tesla Destination,Free,2015-12-14
3619,iPark NYC 333 E 38th NYU - Tesla Destination,New York,NY,Tesla Destination,Free,2015-12-14
3177,Embassy Suites by Hilton Miami International Airport - Tesla Destination,Miami,FL,Tesla Destination,Free,2015-12-14
6050,Sequoia Station,Redwood City,CA,Volta,Free,2015-12-14
4006,Hilton Dallas / Rockwall Lakefront - Tesla Destination,Rockwall,TX,Tesla Destination,Free,2015-12-14
3778,Envision Cinemas Bar & Grille - Tesla Destination,Cincinnati,OH,Tesla Destination,Free,2015-12-14
1066,CNG Energy Partners - Lake Jackson - Public,Lake Jackson,TX,Non-Networked,Free,2015-12-15
3757,White Fences Inn Water Mill - Tesla Destination,Water Mill,NY,Tesla Destination,Free,2015-12-15
4073,Saratoga Inn - Tesla Destination,Langley,WA,Tesla Destination,Free,2015-12-16
10857,Old Westbury Golf and Country Club - Tesla Destination,Old Westbury,NY,Tesla Destination,Free,2015-12-16
3889,Hampton Inn & Suites - I37 & Navigation Blvd - Tesla Destination,Corpus Christi,TX,Tesla Destination,Free,2015-12-16
3705,Chelnik Parking NYC 880 5th - Tesla Destination,New York,NY,Tesla Destination,Free,2015-12-17
3482,Hampton Inn by Hilton Kingston - Tesla Destination,Kingston,NY,Tesla Destination,Free,2015-12-17
3306,Palm Beach Airport - Short Term Parking - Tesla Destination,West Palm Beach,FL,Tesla Destination,Free,2015-12-17
1074,ARSENAL YARDS PURPLE ROOF,Watertown,MA,ChargePoint Network,Free,2015-12-17
10914,Universal Studios Hollywood - Tesla Destination,Universal City,CA,Tesla Destination,Free,2015-12-18
10779,Ayres Suites - Mission Viejo - Tesla Destination,Mission Viejo,CA,Tesla Destination,Free,2015-12-18
1075,ESSEX SAMMAMISH VIEW,Bellevue,WA,ChargePoint Network,Free,2015-12-18
1168,Florida Power & Light - Manatee Lagoon,West Palm Beach,FL,Non-Networked,Free,2015-12-20
1076,INTL PLAZA EV CHARGER 01,Tampa,FL,ChargePoint Network,Free,2015-12-20
3122,The Moorings Village and Spa - Tesla Destination,Islamorada,FL,Tesla Destination,Free,2015-12-21
5359,"Walgreens - Highlands Ranch, CO #5538",Highlands Ranch,CO,Blink Network,$2.00/Hr Parking Fee,2015-12-22
5345,1001 - 17th Street,Denver,CO,Blink Network,$0.00-$5.00/Hr Variable Parking Fee,2015-12-22
20474,Civic Center Garage,Fort Collins,CO,Blink Network,FREE,2015-12-22
3829,Quality Inn - Streetsboro - Tesla Destination,Streetsboro,OH,Tesla Destination,Free,2015-12-23
3800,Best Western Plus - West Akron Inn & Suites - Tesla Destination,Copley,OH,Tesla Destination,Free,2015-12-23
3118,Margaritaville Hollywood Beach Resort - Tesla Destination,Hollywood,FL,Tesla Destination,Free,2015-12-23
26579,Pike Place Market,Seattle,WA,Blink Network,FREE,2015-12-23
5353,Stanford Place II,Denver,CO,Blink Network,$1.00-$8.00/Hr Variable Parking Fee,2015-12-29
20354,La Quinta Inn & Suites Morgan Hill/San Jose South,Morgan Hill,CA,Blink Network,"$1.00/Hr Parking Fee , $0.25/kWh Energy Fee",2015-12-30
2031,Cascade Parking Garage - Tesla Supercharger,Colorado Springs,CO,Tesla,Free,2015-12-31
2052,The Fountains - Tesla Supercharger,Plantation,FL,Tesla,Free,2015-12-31
1991,Mammoth Lakes - Park & Ride - Tesla Supercharger,Mammoth Lakes,CA,Tesla,Free,2015-12-31
831,Will Rogers State Historic Park,Los Angeles,CA,Non-Networked,"Free; pay lot; first-come, first-served",2015-12-31
1110,Kia of Everett,Everett,WA,Non-Networked,Free,2016-01-01
6152,LADWP - John Ferraro Building,Los Angeles,CA,Non-Networked,Free,2016-01-01
2025,City of Ukiah Municipal Parking Lot E - Tesla Supercharger,Ukiah,CA,Tesla,Free,2016-01-01
1802,City of Azusa 1,azusa,CA,SHELL_RECHARGE,Free,2016-01-01
1571,Earthbox Inn and Spa,Friday Harbor,WA,Non-Networked,Free,2016-01-01
1574,Doe Bay Resort,Olga,WA,Non-Networked,Free,2016-01-01
1575,Lopez Island Library,Lopez,WA,Non-Networked,Free,2016-01-01
1576,Lopez Community Land Trust,Lopez,WA,Non-Networked,Free,2016-01-01
1117,Adelaide Inn,Paso Robles,CA,Non-Networked,Free,2016-01-01
3178,Trump National Doral - Tesla Destination,Miami,FL,Non-Networked,Free,2016-01-01
1141,Rochester Institute of Technology - Lot M,Rochester,NY,Non-Networked,Free,2016-01-01
2146,La Quinta Inn and Suites - Tesla Supercharger,Victoria,TX,Tesla,Free,2016-01-01
19248,Lincoln Heights,Los Angeles,CA,SHELL_RECHARGE,Free,2016-01-01
5184,Glenwood Management - Paramount Garage,New York,NY,Non-Networked,$15 per session,2016-01-01
27281,Lucky,Daly City,CA,eVgo Network,Free,2016-01-01
2724,Clos Solene Winery/ Aaron Winery - Tesla Destination,Paso Robles,CA,Tesla Destination,Free,2016-01-04
2918,Bella Vista Vineyard - Tesla Destination,Temecula,CA,Tesla Destination,Free,2016-01-04
2922,Peachy Canyon Winery Tasting Room - Tesla Destination,Templeton,CA,Tesla Destination,Free,2016-01-04
2926,Desparada Wines - Tesla Destination,Templeton,CA,Tesla Destination,Free,2016-01-04
2957,The Mountain House Restaurant - Tesla Destination,Woodside,CA,Tesla Destination,Free,2016-01-04
3947,Hyatt Regency Houston Galleria - Tesla Destination,Houston,TX,Tesla Destination,Free,2016-01-05
2715,Herman Story Winery - Tesla Destination,Paso Robles,CA,Tesla Destination,Free,2016-01-06
2602,Elan Hotel - Tesla Destination,Los Angeles,CA,Tesla Destination,Free,2016-01-06
2992,Space Foundation - Tesla Destination,Colorado Springs,CO,Tesla Destination,Free,2016-01-07
3896,The Ritz-Carlton Dallas - Tesla Destination,Dallas,TX,Tesla Destination,Free,2016-01-07
3685,Champion Parking 60 East End Avenue - Tesla Destination,New York,NY,Tesla Destination,Free,2016-01-07
3874,Hilton Garden Inn Bryan/College Station - Tesla Destination,Bryan,TX,Tesla Destination,Free,2016-01-08
3752,Angelina's Ristorante - Tesla Destination,Staten Island,NY,Tesla Destination,Free,2016-01-11
4008,Home2 Suites by Hilton Round Rock - Tesla Destination,Round Rock,TX,Tesla Destination,Free,2016-01-11
3303,Hampton Inn Titusville - Tesla Destination,Titusville,FL,Tesla Destination,Free,2016-01-11
4104,400 Fairview - Tesla Destination,Seattle,WA,Tesla Destination,Free,2016-01-12
3893,Consolidated Restaurant Operations - Tesla Destination,Dallas,TX,Tesla Destination,Free,2016-01-12
2634,The Monterey Hotel - Tesla Destination,Monterey,CA,Tesla Destination,Free,2016-01-12
4050,Alexander's Lodge & Restaurant - Tesla Destination,Ashford,WA,Tesla Destination,Free,2016-01-13
4520,Comfort Inn & Suites Calallen - Tesla Destination,Corpus Christi,TX,Tesla Destination,Free,2016-01-13
3890,Holiday Inn Express & Suites Corpus Christi - Tesla Destination,Corpus Christi,TX,Tesla Destination,Free,2016-01-13
2553,Jamestown Hotel - Tesla Destination,Jamestown,CA,Tesla Destination,Free,2016-01-14
1099,Oak Glen Preserve,Oak Glen,CA,Non-Networked,Free,2016-01-15
1101,Riverplace Municipal Garage,Minneapolis,MN,Non-Networked,Free,2016-01-16
3546,Icon Parking 16 W 16th Street - Tesla Destination,New York,NY,Tesla Destination,Free,2016-01-21
3614,GGMC Parking 8 E 33rd St Garage - Tesla Destination,New York,NY,Tesla Destination,Free,2016-01-21
3509,Icon Parking 100 Riverside Blvd. - Tesla Destination,New York,NY,Tesla Destination,Free,2016-01-21
3617,Icon Parking 330 W 58th Street - Tesla Destination,New York,NY,Tesla Destination,Free,2016-01-21
3574,Icon Parking 220 Riverside Blvd - Tesla Destination,New York,NY,Tesla Destination,Free,2016-01-21
3514,Icon Parking 101 West End Ave - Tesla Destination,New York,NY,Tesla Destination,Free,2016-01-21
2656,"Churchill Manor, a Select Registry Property - Tesla Destination",Napa,CA,Tesla Destination,Free,2016-01-21
27276,Nineteen800,Cupertino,CA,eVgo Network,Free,2016-01-21
3709,GGMC Parking Stewart House Garage - Tesla Destination,New York,NY,Tesla Destination,Free,2016-01-21
3665,Icon Parking 51 W 22nd - Tesla Destination,New York,NY,Tesla Destination,Free,2016-01-21
5888,Icon Parking 245 E 19th St. - Tesla Destination,New York,NY,Tesla Destination,Free,2016-01-21
3518,Icon Parking 11 5th Ave - Tesla Destination,New York,NY,Tesla Destination,Free,2016-01-21
3525,Icon Parking 12 East 9th Street - Tesla Destination,New York,NY,Tesla Destination,Free,2016-01-21
3627,GGMC Parking 350 W 43rd Street Garage - Tesla Destination,New York,NY,Tesla Destination,Free,2016-01-21
2869,Sonoma Jet Center - Tesla Destination,Santa Rosa,CA,Tesla Destination,Free,2016-01-21
1658,Skagit Valley College - Annex,Mt. Vernon,WA,Blink Network,Free,2016-01-22
1079,MADISON GARAGE MADISON GARAGE2,Seattle,WA,ChargePoint Network,Free,2016-01-23
1085,Price Chopper Plaza,Slingerlands,NY,Non-Networked,Free,2016-01-25
1084,Hampton Inn - Albany,Albany,NY,Non-Networked,$0.25 per kWh,2016-01-25
1082,Peñasquitos Transit Station,San Diego,CA,Non-Networked,Free,2016-01-25
2635,Villafranca Inn - Tesla Destination,Monterey,CA,Tesla Destination,Free,2016-01-25
1081,UC San Diego Health System - Chancellor Park,San Diego,CA,Non-Networked,Free,2016-01-25
1080,Expo Apartments,Seattle,WA,Non-Networked,Free,2016-01-25
2954,Martinelli Winery - Tesla Destination,Windsor,CA,Tesla Destination,Free,2016-01-25
3021,Manitou Art Center - Tesla Destination,Manitou Springs,CO,Tesla Destination,Free,2016-01-25
4510,"The Ritz-Carlton, Cleveland - Tesla Destination",Cleveland,OH,Tesla Destination,Free,2016-01-25
2682,Ayres Suites Ontario at the Mills Mall - Tesla Destination,Ontario,CA,Tesla Destination,Free,2016-01-25
10922,Weston Park at Longwood Station - Tesla Destination,Longwood,FL,Tesla Destination,Free,2016-01-26
4950,Ferndale Public Parking,Ferndale,CA,Non-Networked,"$0.35 per kWh from 4-9pm, $0.30 per kWh all other times",2016-01-26
2456,Bonanza King Resort - Tesla Destination,Coffee Creek,CA,Tesla Destination,Free,2016-01-26
1052,Golden Gate National Recreation Area - Fort Mason,San Francisco,CA,Non-Networked,Free,2016-01-27
4438,Tradewinds Carmel - Tesla Destination,Carmel-by-the-Sea,CA,Tesla Destination,Free,2016-01-27
4087,Red Lion Hotel Pasco - Tesla Destination,Pasco,WA,Tesla Destination,Free,2016-01-27
1086,KING COUNTY DES BURIEN P&R #5,Burien,WA,ChargePoint Network,Free,2016-01-28
10817,Hampton Inn Northgate - Tesla Destination,Spring,TX,Tesla Destination,Free,2016-01-28
4098,Hotel 1000 - Tesla Destination,Seattle,WA,Tesla Destination,Free,2016-01-28
34751,River\'s Edge Parking Garage,Medford,MA,Blink Network,Free,2016-01-29
1087,SIA CELL LOT,Spokane,WA,ChargePoint Network,Free,2016-01-29
525,State Capitol,St. Paul,MN,Non-Networked,Free,2016-01-31
811,Los Angeles Metro - Sierra Madre Villa Station,Pasadena,CA,EVGATEWAY,$1 per hour; Maximum payment of $3,2016-02-01
1136,California State University - San Bernardino,San Bernardino,CA,Non-Networked,Free,2016-02-01
1137,California State University - Stanislaus,Turlock,CA,Non-Networked,Free,2016-02-01
1959,"Buttonwillow, CA - Tesla Supercharger",Buttonwillow,CA,Tesla,Free,2016-02-01
4032,Hampton Inn & Suites- North Houston Spring - Tesla Destination,Spring,TX,Tesla Destination,Free,2016-02-01
1151,LADWP - Van Nuys Payment Center,Los Angeles,CA,Non-Networked,Free,2016-02-01
4120,DoubleTree by Hilton Spokane City Center - Tesla Destination,Spokane,WA,Tesla Destination,Free,2016-02-01
1980,Marketplace at El Paseo - Tesla Supercharger,Fresno,CA,Tesla,Free,2016-02-01
1138,California State University - Stanislaus,Turlock,CA,Non-Networked,Free,2016-02-01
3179,Hampton Inn & Suites Miami Brickell Downtown - Tesla Destination,Miami,FL,Tesla Destination,Free,2016-02-01
62,Citrus Heights City Hall,Citrus Heights,CA,Non-Networked,Free,2016-02-01
1129,Los Angeles Metro - Citrus College Station,Azusa,CA,EVGATEWAY,$1 per hour; Maximum payment of $3,2016-02-01
3401,Larsmont Cottages - Tesla Destination,Two Harbors,MN,Tesla Destination,Free,2016-02-01
1102,University of Cincinnati,Cincinnati,OH,Non-Networked,Free,2016-02-01
29750,Trump National Doral - Tesla Destination,Miami,FL,Tesla Destination,Free,2016-02-01
1127,Los Angeles Metro - Duarte Station,Duarte,CA,EVGATEWAY,$1 per hour; Maximum payment of $3,2016-02-01
1128,Los Angeles Metro - Irwindale Station,Irwindale,CA,EVGATEWAY,$1 per hour; Maximum payment of $3,2016-02-01
1126,Los Angeles Metro - Monrovia Station,Monrovia,CA,EVGATEWAY,$1 per hour; Maximum payment of $3,2016-02-01
3133,Aloft Jacksonville Tapestry Park - Tesla Destination,Jacksonville,FL,Tesla Destination,Free,2016-02-02
3939,Bluebonnet Country Club - Tesla Destination,Hico,TX,Tesla Destination,Free,2016-02-03
3325,Kimpton Nine Zero Hotel - Tesla Destination,Boston,MA,Tesla Destination,Free,2016-02-08
3948,Boheme Restaurant - Tesla Destination,Houston,TX,Tesla Destination,Free,2016-02-08
3869,"Homewood Suites by Hilton Beaumont, TX - Tesla Destination",Beaumont,TX,Tesla Destination,Free,2016-02-08
3466,Tuthilltown Spirits - Tesla Destination,Gardiner,NY,Tesla Destination,Free,2016-02-08
4072,Hampton Inn Kennewick at Southridge - Tesla Destination,Kennewick,WA,Tesla Destination,Free,2016-02-08
4464,The Gateway Restaurant and Lodge - Tesla Destination,Three Rivers,CA,Tesla Destination,Free,2016-02-08
2683,Ayres Inn & Suites - Ontario - Tesla Destination,Ontario,CA,Tesla Destination,Free,2016-02-08
3747,Gideon Putnam Resort and Spa - Tesla Destination,Saratoga Springs,NY,Tesla Destination,Free,2016-02-08
2737,HammerSky Winery - Tesla Destination,Paso Robles,CA,Tesla Destination,Free,2016-02-08
3026,The Inn at Lost Creek - Tesla Destination,Mountain Village,CO,Tesla Destination,Free,2016-02-08
2391,Santa Anita Park - Tesla Destination,Arcadia,CA,Tesla Destination,Free,2016-02-08
1097,Snoqualmie - Snoqualmie Pass Chevron,Snoqualmie Pass,WA,EVCS,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",2016-02-09
1094,Leavenworth - City Hall,Leavenworth,WA,EVCS,"DC Fast: $7.50 per session or $19.99 for monthly plan, Level 2: $4 per session or $19.99 for monthly plan",2016-02-09
6079,Lincoln & Rose Shopping Center,Venice,CA,Volta,Free,2016-02-09
1095,Sultan - Sultan Visitor Information Center,Sultan,WA,EVCS,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",2016-02-09
1096,Cle Elum,Cle Elum,WA,EVCS,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",2016-02-09
1093,Tumwater - Shell Station & Deli Mart,Tumwater,WA,EVCS,"Level 2: $4 per session or $19.99 for monthly plan, DC Fast: $7.50 per session or $19.99 for monthly plan",2016-02-09
739,Dave Syverson Nissan,Albert Lea,MN,Non-Networked,Free,2016-02-10
2732,Denner Winery - Tesla Destination,Paso Robles,CA,Tesla Destination,Free,2016-02-11
2575,Mendocino Inn & Spa - Tesla Destination,Little River,CA,Tesla Destination,Free,2016-02-11
2713,JUSTIN Wines - Tesla Destination,Paso Robles,CA,Tesla Destination,Free,2016-02-11
3291,Tallahassee Airport - Short Term Parking - Tesla Destination,Tallahassee,FL,Tesla Destination,Free,2016-02-12
10919,Vista Sotheby's international Realty - Tesla Destination,Rolling Hills Estates,CA,Tesla Destination,Free,2016-02-16
3656,iPark NYC 44 Elizabeth Street - Tesla Destination,New York,NY,Tesla Destination,Free,2016-02-16
3861,Rudy's Country Store and BBQ Austin - Tesla Destination,Austin,TX,Tesla Destination,Free,2016-02-16
4527,Rudy's Country Store & BBQ Round Rock - Tesla Destination,Round Rock,TX,Tesla Destination,Free,2016-02-16
